순번,회사명,공장대표주소,업종명,전화번호
5144,대훈ENG,부산광역시 강서구 제도로1041번길 509 (강동동),컨베이어장치 제조업 외 2종,051-323-8273
5145,대흥기계,"부산광역시 사상구 장인로20번길 76 (감전동, 대흥기계)",건설 및 채광용 기계장비 제조업,051-323-1516
5146,대흥기계,부산광역시 사상구 사상로349번길 29 (덕포동),기타 가공 공작기계 제조업,051-301-6806
5147,대흥기업,부산광역시 기장군 정관읍 산단4로 73,자동차 엔진용 신품 부품 제조업,051-522-8334
5148,대흥기업사,부산광역시 강서구 대저중앙로348번길 45 (대저1동),신발 부분품 제조업,051-322-3339
5149,대흥라바텍,"부산광역시 사상구 낙동대로 1354, 2동(삼락동, 영창레이저)",고무패킹류 제조업 외 2종,051-301-2693
5150,대흥시스텍주식회사,"부산광역시 사상구 낙동대로1404번길 69, 2, 3층(삼락동)",배전반 및 전기 자동제어반 제조업,051-324-9090
5151,대흥실업,부산광역시 강서구 대저중앙로348번길 32-1 (대저1동),"플라스틱 포대, 봉투 및 유사제품 제조업",미등록
5152,대흥엔지니어링,부산광역시 강서구 호계로79번길 46 (죽동동),육상 금속 골조 구조재 제조업,051-941-0795
5153,대흥연사,부산광역시 강서구 녹산산단382로 13-23 (송정동),연사 및 가공사 제조업,051-832-1125
5154,대흥정밀,부산광역시 사상구 모덕로96번길 68 (덕포동),선박 구성 부분품 제조업 외 26종,051-323-9488
5155,대흥정밀고무공업사,"부산광역시 사상구 모덕로107번길 17 (모라동, 대흥정밀)",기타 신발 제조업,051-301-5751
5156,대흥조선,부산광역시 사하구 감천항로405번길 29(구평동),강선 건조업 외 2종,051-266-0152
5157,대흥출판인쇄사,"부산광역시 중구 보수대로124번길 49, 101호 (보수동2가)",오프셋 인쇄업,051-466-6167
5158,댄포스코리아 주식회사,부산광역시 사하구 다대로170번길 49 (신평동) (총 4 필지),유압기기 제조업,051-220-1096
5159,댄포스코리아(주),부산광역시 기장군 장안읍 의과학1로 97,전자부품 실장기판 제조업,051-220-1003
5160,더(THE),"부산광역시 사상구 학감대로 106, 1층 (학장동)",구두류 제조업,051-714-2740
5161,더블유알씨(주),부산광역시 강서구 녹산산단165로14번길 11-14 (송정동),그 외 기타 분류 안된 화학제품 제조업 외 1종,02-780-5979
5162,더블유오씨.피엠(WOC.PM),"부산광역시 사하구 신산로 120, 9층 924호  (신평동)",그 외 기타 금속가공업,미등록
5163,더세이프티(주) 지사,부산광역시 강서구 녹산산업중로 23 (송정동),선박 구성 부분품 제조업,051-468-0119
5164,더센텀 주식회사,부산광역시 해운대구 송정1로8번길 14 (송정동),그 외 기타 전자부품 제조업,051-304-7550
5165,더에이치,부산광역시 강서구 대저중앙로357번길 33-1 (대저1동),주형 및 금형 제조업,미등록
5166,더원코퍼레이션,부산광역시 강서구 녹산산단261로39번길 2 (송정동),도금업,미등록
5167,더조은주방 ,부산광역시 기장군 장안읍 오리산단5로 48,일반철물 제조업,051-626-7253
5168,더존테크 창원볼트,부산광역시 사상구 낙동대로815번길 28-38 (감전동),도금업,051-316-2795
5169,더캔들샵,"부산광역시 수영구 망미배산로36번길 50, 1층상가 (망미동)",표면광택제 및 실내가향제 제조업,070-4210-0706
5170,더페이스,"부산광역시 북구 만덕3로16번길 1, 204호 더페이스(만덕동, 부산이노비즈센터)",금속 가구 제조업,02-1661-0593
5171,더휴서비스,부산광역시 사상구 모덕로 11 (삼락동),침구 및 관련제품 제조업 외 7종,ARS-1833-8786
5172,덕산기업,부산광역시 강서구 신호산단3로88번길 28 (신호동),자동차용 금속 압형제품 제조업 외 1종,051-832-1791
5173,덕산에테르씨티(주),부산광역시 강서구 녹산산단17로 113 (송정동),금속탱크 및 저장용기 제조업 외 3종,051-941-6470
5174,덕산창호,부산광역시 해운대구 해운대로 1086-1 (송정동),기타 건축용 플라스틱 조립제품 제조업,051-703-4706
5175,덕산철강(주),부산광역시 기장군 장안읍 오리 945-2,기타 1차 비철금속 제조업,미등록
5176,덕선산업,부산광역시 기장군 장안읍 선암길 8,육상 금속 골조 구조재 제조업 외 1종,미등록
5177,덕성산업,부산광역시 사하구 장평로195번길 102 (장림동),"플라스틱 포대, 봉투 및 유사제품 제조업",051-261-5547
5178,덕성산업,부산광역시 기장군 정관읍 산단4로 84 ((주)호승윈스피아),그 외 자동차용 신품 부품 제조업 외 3종,051-728-7209
5179,덕성이에이엠,부산광역시 강서구 범방3로 25 (범방동),그 외 자동차용 신품 부품 제조업 외 1종,051-972-8972
5180,덕성화학,"부산광역시 사상구 낙동대로1446번길 11 (삼락동, 혜명테크)",플라스틱 필름 제조업 외 1종,051-301-9186
5181,덕송전기공업사,부산광역시 강서구 맥도길585번길 75 (대저2동),기타 전기 변환장치 제조업 외 5종,051-941-7788
5182,덕우산업,"부산광역시 사상구 사상로393번길 68 (덕포동, 경호스텐)",그 외 기타 고무제품 제조업,051-301-6741
5183,덕우산업,부산광역시 기장군 장안읍 장안산단1로 12-9,기타 무선 통신장비 제조업,051-925-5737
5184,덕우수산,부산광역시 사하구 장평로15번길 30 (장림동),기타 수산동물 가공 및 저장 처리업,051-262-8655
5185,덕원,부산광역시 강서구 신포길39번길 14 (명지동),신발 부분품 제조업 외 1종,055-327-3772
5186,덕원엔지니어링,"부산광역시 영도구 해양로111번길 32, 1층(청학동)",선박 구성 부분품 제조업 외 1종,051-412-9993
5187,덕원엠테크,부산광역시 영도구 대평로46번길 3 (대평동2가),선박 구성 부분품 제조업,미등록
5188,덕원이엔지(ENG),"부산광역시 영도구 해양로117번길 2, 1층(청학동, (주)한스쉽핑)",선박 구성 부분품 제조업,051-415-1636
5189,덕융산업(주),부산광역시 강서구 가리새1로25번길 6 (미음동),육상 금속 골조 구조재 제조업,051-714-2317
5190,덕융산업(주),부산광역시 강서구 낙동남로549번길 34 (녹산동),절삭가공 및 유사처리업 외 2종,051-714-2317
5191,덕이수지,부산광역시 기장군 정관읍 용수공단1길 27,그 외 기타 금속가공업,미등록
5192,덕일상사,부산광역시 강서구 미음국제5로마길 18 (미음동) 덕일상사,산업용 송풍기 및 배기장치 제조업,미등록
5193,덕조산업,부산광역시 사상구 모덕로67번길 124  (모라동),주형 및 금형 제조업,051-896-5569
5194,덕창사,"부산광역시 사상구 낙동대로1428번길 49 (삼락동, 덕창사)",제판 및 조판업,051-301-7723
5195,덕천박스,부산광역시 강서구 가락대로1397번길 95 (봉림동),골판지 제조업 외 1종,051-972-1537
5196,덕포기계산업,부산광역시 강서구 미음국제5로다길 15(미음동),그 외 기타 특수목적용 기계 제조업,미등록
5197,데브그루커뮤니케이션즈,부산광역시 강서구 가달2로 68 (생곡동),기타 광학기기 및 사진기 제조업,02-713-1651
5198,데비콘,"부산광역시 강서구 녹산산단382로14번길 55, 212호 (송정동, 부산광역시 신발산업진흥센타)",기타 신발 제조업,051-941-2880
5199,데이워크시스템즈 주식회사,"부산광역시 사상구 대동로 303, 620호 (감전동, 부산디지털밸리아파트형공장)","물질 검사, 측정 및 분석기구 제조업",051-329-7050
5200,데크윈해양,부산광역시 영도구 해양로195번길 32 (동삼동),선박 구성 부분품 제조업,051-405-7890
5201,덴탈서치,부산광역시 사하구 하신중앙로3번길 10-2 (장림동),포장용 플라스틱 성형용기 제조업,051-261-2842
5202,도광산업포장,부산광역시 강서구 상덕로119번길 42 (강동동),"목재 포장용 상자, 드럼 및 유사용기 제조업",051-264-9317
5203,도균테크,"부산광역시 사상구 낙동대로1318번길 52(삼락동, 동양정밀)",무기 및 총포탄 제조업 외 57종,051-301-5821
5204,도도유통,부산광역시 강서구 과학산단1로103번길 34 (지사동),기타 신발 제조업,051-325-3306
5205,도디스(주)  ,부산광역시 기장군 장안읍 반룡산단2로 20,그 외 기타 달리 분류되지 않은 운송장비 제조업,051-925-6766
5206,도리정공,부산광역시 사하구 비봉로 65 (신평동),자동차 엔진용 신품 부품 제조업 외 1종,051-208-9400
5207,도림정밀,부산광역시 강서구 녹산산단262로50번길 28 (송정동),절삭가공 및 유사처리업 외 1종,051-831-8861
5208,도미노디자인,"부산광역시 사상구 새벽로 175, 1층, 2호(감전동)",경 인쇄업 외 1종,051-313-1141
5209,도서출판예문사,부산광역시 중구 동광길 176 (대창동2가),경 인쇄업 외 1종,051-469-3331
5210,도성정밀,부산광역시 강서구 낙동북로138번길 24 (강동동),"탭, 밸브 및 유사장치 제조업",051-327-0282
5211,도우산업(주),부산광역시 강서구 과학산단1로103번길 27 (지사동),선박 구성 부분품 제조업,051-711-0945
5212,도우산업(주),부산광역시 강서구 과학산단로369번길 20 (지사동),선박 구성 부분품 제조업,051-711-0941
5213,도원SC,부산광역시 강서구 화전산단5로14번길 12 (화전동),도장 및 기타 피막처리업,미등록
5214,도원산업,부산광역시 강서구 미음국제5로다길 39 (미음동),볼트 및 너트류 제조업,051-972-3995
5215,도원산업,부산광역시 강서구 제도로 1187-1 (강동동),운송장비 조립용 플라스틱제품 제조업 외 1종,051-971-8942
5216,도원전기,부산광역시 강서구 공항앞길85번길 91-4(대저2동),그 외 기타 금속가공업,051-717-3333
5217,도원전기,"부산광역시 영도구 대평로27번길 12, 1층(대평동1가)",선박 구성 부분품 제조업 외 1종,051-418-7900
5218,도원특수용접,"부산광역시 사상구 새벽로121번길 65, C동 (감전동)",그 외 기타 분류 안된 금속 가공 제품 제조업 외 2종,051-326-9923
5219,도윤산업,"부산광역시 사상구 새벽로 53-23 (학장동, 해동금속)",절삭가공 및 유사처리업 외 17종,051-722-8477
5220,도하테크,부산광역시 강서구 대저로3번길 52-15 (대저1동),"천막, 텐트 및 유사 제품 제조업 외 42종",051-303-5134
5221,도흥공업사,"부산광역시 사상구 학장로135번길 70 (학장동, 도흥금속)",선철주물 주조업,051-322-5058
5222,독일 보청기,"부산광역시 부산진구 중앙대로 722-2,  지하1층, 지상1층 (부전동)",치과기공물 제조업 외 2종,051-803-5588
5223,독일스타보청기(주),부산광역시 부산진구 중앙대로 724-1 (부전동),그 외 기타 의료용 기기 제조업,051-804-9999
5224,돈오화학(주)   ,부산광역시 기장군 장안읍 기룡리 1154-11번지,플라스틱 필름 제조업 외 2종,055-323-3504
5225,동건통상,"부산광역시 부산진구 전포대로275번길 20, 102동 110호,115호 (전포동, 서면롯데캐슬스카이)",액체 여과기 제조업 외 2종,051-818-7111
5226,동경ENG,"부산광역시 사하구 하신중앙로3번길 24, 2층 (장림동)",기타 일반 기계 및 장비 수리업,051-416-8957
5227,동경ENG,부산광역시 영도구 해양로182번길 13 (청학동),선박 구성 부분품 제조업,051-416-8957
5228,동경정밀,부산광역시 강서구 낙동북로43번길 38-28 (강동동),주형 및 금형 제조업,051-973-4214
5229,동경중공업(주),부산광역시 강서구 녹산산단381로40번길 15 (송정동),육상 금속 골조 구조재 제조업 외 1종,051-973-8718
5230,동경철강(주),부산광역시 강서구 가달2로55번길 6 (생곡동),철강선 제조업 외 1종,051-831-2981
5231,동경철강(주),부산광역시 강서구 가달2로 52 (생곡동),금속선 가공제품 제조업 외 4종,051-831-2981
5232,동관산업,부산광역시 강서구 제도로1092번가길 52 (강동동),자동차 엔진용 신품 부품 제조업 외 2종,미등록
5233,동광기계,부산광역시 강서구 녹산산업북로 283 (송정동),컨베이어장치 제조업 외 1종,051-831-5531
5234,동광기업사,부산광역시 사하구 다산로226번길 9 (장림동),도금업,051-264-6166
5235,동광산업,부산광역시 기장군 정관읍 곰내길 654-58,기타 1차 비철금속 제조업,미등록
5236,동광선재(주),부산광역시 사하구 다대로170번길 85 (신평동),철강선 제조업 외 7종,051-205-5177
5237,동광엔지니어링,부산광역시 강서구 녹산산업중로 191-8 (송정동),인쇄회로기판용 적층판 제조업 외 2종,051-207-8525
5238,동광정공,부산광역시 강서구 체육공원로52번길 84 (대저1동),그 외 기타 특수목적용 기계 제조업 외 1종,051-328-3256
5239,동광정밀,"부산광역시 강서구 체육공원로52번길 94, 공장동 1층 (대저1동)",무기 및 총포탄 제조업 외 44종,051-301-0812
5240,동광종합철재,부산광역시 사상구 가야대로 124 (학장동),그 외 기타 1차 철강 제조업,051-325-1480
5241,동광화학공업사,부산광역시 사하구 신산북로 21 (신평동),비주거용 건물 임대업,051-204-2621
5242,동구방열,부산광역시 강서구 녹산산단27로 41 (송정동),산업용 난방보일러 및 방열기 제조업 외 7종,051-832-0081
5243,동국ENG,부산광역시 강서구 제도로1041번다길 14-3 (강동동),자동차용 금속 압형제품 제조업 외 1종,051-971-0702
5244,동국금망공업사,부산광역시 강서구 녹산산단261로60번길 8 (송정동),자동차용 금속 압형제품 제조업 외 2종,051-831-1881
5245,동국기계,부산광역시 사상구 새벽로215번길 8 (괘법동),기타 가공 공작기계 제조업,051-313-6712
5246,동국씨엠(주) 부산공장,부산광역시 남구 신선로 102 (감만동),냉간 압연 및 압출 제품 제조업 외 4종,051-640-5123
5247,동국중전기(주),부산광역시 강서구 녹산산단46로 21 (송정동),육상 금속 골조 구조재 제조업 외 5종,051-831-7135
5248,동국통신(주),부산광역시 강서구 체육공원로6번길 211 (대저1동),방송장비 제조업,070-4404-5559
5249,동균알앤티,부산광역시 영도구 대평로6번길 10-4 (남항동1가),"증류기, 열교환기 및 가스발생기 제조업",051-415-3037
5250,동근산업,부산광역시 강서구 미음국제5로가길 25(미음동),주형 및 금형 제조업,055-941-8712
5251,동남SPG,부산광역시 강서구 화전산단2로 94 (화전동),그 외 기타 일반목적용 기계 제조업 외 1종,051-305-9391
5252,동남계전,"부산광역시 금정구 동천로 6 (회동동, 동남계전)",배전반 및 전기 자동제어반 제조업 외 2종,051-525-5255
5253,동남공업(주),부산광역시 사하구 다산로78번길 27 (다대동) (총 2 필지),자동차 엔진용 신품 부품 제조업 외 1종,051-266-0090
5254,동남금속,"부산광역시 기장군 정관읍 산단5로 100-88, B동",수동식 식품 가공기기 및 금속 주방용기 제조업 외 3종,051-804-2809
5255,동남금속레이저,"부산광역시 사상구 가야대로 121 (감전동, 동남금속레이져)",그 외 기타 1차 철강 제조업,051-325-6400
5256,동남기업,"부산광역시 사상구 장인로37번길 47-14 (감전동, 동남기업)",자동차 차체용 신품 부품 제조업 외 40종,051-315-8400
5257,동남듸젤,부산광역시 영도구 태종로65번길 12 (대교동1가),선박 구성 부분품 제조업,051-415-1189
5258,동남모던(주),"부산광역시 강서구 미음산단로8번길 80(구랑동, 동남모던(주))",강관 제조업 외 5종,051-832-0650
5259,동남모던(주),부산광역시 강서구 녹산산업중로 52-16 (송정동),절삭가공 및 유사처리업,051-832-0650
5260,동남무역,부산광역시 사상구 장인로20번길 11 (감전동),고무패킹류 제조업 외 1종,051-321-2345
5261,동남보트레저산업,부산광역시 부산진구 성지로 66-1 (초읍동),오락 및 스포츠용 보트 건조업,051-817-7075
5262,동남산전(주),"부산광역시 사상구 광장로20번길 40 (괘법동, 동남산전)",배전반 및 전기 자동제어반 제조업,051-311-0050
5263,동남식품,부산광역시 사하구 신평동 365-3번지 외 1필지,"수산동물 훈제, 조리 및 유사 조제식품 제조업",051-204-5524
5264,동남알앤디,부산광역시 사상구 사상로557번길 17 (모라동),구조용 금속 판제품 및 공작물 제조업,051-303-0957
5265,동남어패럴,"부산광역시 금정구 회천로32번길 20 (회동동, 대림산업)",셔츠 및 블라우스 제조업 외 4종,051-524-5833
5266,동남정밀공업사,"부산광역시 사상구 새벽로215번길 90 (괘법동, (주)대성테크)",기체 펌프 및 압축기 제조업 외 1종,051-319-1787
5267,동남철강,부산광역시 사상구 장인로 38(감전동),그 외 기타 금속가공업,051-311-6665
5268,동남테크(주),부산광역시 기장군 정관읍 산단6로 12-25 (총 2 필지),자동차 차체용 신품 부품 제조업 외 1종,051-711-2214
5269,동남합동산업,부산광역시 사하구 하신번영로73번길 2 (신평동),솜 및 실 염색가공업,051-526-3618
5270,동남화스텍,부산광역시 강서구 유통단지1로132번길 20 (대저2동),볼트 및 너트류 제조업 외 2종,051-973-1052
5271,동락화학공업사,부산광역시 강서구 녹산산단165로14번길 15 (송정동),그 외 기타 분류 안된 화학제품 제조업 외 2종,051-204-0041
5272,동락화학공업사,"부산광역시 강서구 송정동 1529-8,9번지",그 외 기타 분류 안된 화학제품 제조업 외 2종,051-831-6456
5273,동래석재,부산광역시 기장군 정관읍 산단4로 2-13 (동영석재),기타 석제품 제조업,051-728-3384
5274,동래석재 제2공장,부산광역시 기장군 정관면 산단4로 8-41,기타 석제품 제조업,051-728-3384
5275,동력사송풍기,"부산광역시 사상구 가야대로 11 (감전동, 동력사송풍기)",산업용 송풍기 및 배기장치 제조업,051-316-5566
5276,동림섬유,부산광역시 사하구 신산로29번길 13 (신평동),솜 및 실 염색가공업,051-201-3133
5277,동명공업사,부산광역시 사상구 가야대로175번길 46 (주례동),신발 부분품 제조업 외 2종,051-312-7773
5278,동명기계,"부산광역시 사상구 낙동대로 1338 (삼락동, 동명기계)",기타 가공 공작기계 제조업,051-301-3003
5279,동명기계,"부산광역시 사상구 새벽로77번길 16 (학장동, 동명기계)",그 외 기타 1차 철강 제조업,051-326-2031
5280,동명기술(주),부산광역시 영도구 대평북로 31 (대평동1가),강선 건조업 외 2종,051-413-9401
5281,동명기업,부산광역시 강서구 가리새1로17번길 21 (생곡동),금속탱크 및 저장용기 제조업 외 26종,051-912-6669
5282,동명레이저,"부산광역시 사상구 낙동대로1420번길 42 (삼락동, 성진정공)",그 외 기타 1차 철강 제조업,051-908-5616
5283,동명마린써비스,"부산광역시 영도구 남항서로82번길 64, 1층 (남항동3가)",선박 구성 부분품 제조업,051-416-0487
5284,동명산업,부산광역시 강서구 미음국제5로가길 9(미음동),그 외 기타 금속가공업,미등록
5285,동명산업사,부산광역시 기장군 정관읍 정관로 923-73,금속 스프링 제조업,051-728-7221
5286,동명산업사,부산광역시 사상구 새벽로 116 (감전동),"플라스틱 포대, 봉투 및 유사제품 제조업",051-313-4067
5287,동명전연,부산광역시 사상구 낙동대로1488번길 25 (삼락동),변압기 제조업 외 5종,051-303-4783
5288,동명정밀,"부산광역시 사상구 낙동대로943번길 117 (감전동, 동명정밀)",유압기기 제조업,051-326-8796
5289,동명정밀공업,"부산광역시 사상구 학장로63번길 55 (학장동, 동명정밀공업사)",그 외 기타 금속가공업,051-319-0334
5290,동명테크,부산광역시 사상구 사상로 54-1 (주례동),금속 절삭기계 제조업,051-326-4220
5291,동명테크    ,부산광역시 기장군 정관읍 산단7로 7-15,금속 가구 제조업,051-727-1236
5292,동명화학,"부산광역시 금정구 개좌로 24 (금사동, 동명화학)","플라스틱 선, 봉, 관 및 호스 제조업",051-525-5335
5293,동민수지금속,"부산광역시 사상구 괘감로 14 (감전동, 동민수지금속)",절삭가공 및 유사처리업,051-315-7075
5294,동민정밀,부산광역시 사하구 하신중앙로27번길 20 (장림동),유압기기 제조업,051-265-7717
5295,동방공업,"부산광역시 사상구 새벽로121번길 103 (감전동, 동방빌딩)",그 외 기타 일반목적용 기계 제조업 외 1종,051-312-7800
5296,동방금속공업사,부산광역시 강서구 녹산산단261로31번길 13 (송정동),도금업,051-831-3010
5297,동방금속공업사,부산광역시 강서구 녹산산단261로31번길 24 (송정동),도금업,미등록
5298,동방주방가구,부산광역시 강서구 죽동길196번길 182-13 (죽동동),주방용 및 음식점용 목재가구 제조업,미등록
5299,동방테크(주),부산광역시 강서구 과학산단1로60번길 30 (지사동),자동차 엔진용 신품 부품 제조업 외 1종,051-323-2693
5300,동방테크(주),"부산광역시 사상구 학감대로178번길 80 (학장동, 동방테크(주))",기타 1차 비철금속 제조업,051-323-2693
5301,동방화학공업사,부산광역시 강서구 녹산산단290로 27-21 (송정동),합성수지 및 기타 플라스틱 물질 제조업,미등록
5302,동보연마공업사,"부산광역시 사상구 낙동대로1330번길 26 (삼락동, 동보연마공업사)",연마재 제조업,051-304-9191
5303,동보정밀,"부산광역시 수영구 구락로111번길 16 (망미동, (주)에스 탑)",절삭가공 및 유사처리업,051-861-6041
5304,동보정밀강관(주),부산광역시 사하구 다산로105번길 31 (다대동),그 외 기타 분류 안된 금속 가공 제품 제조업 외 1종,051-262-6253
5305,동보체인공업(주),부산광역시 기장군 정관읍 농공길 27 (동보체인공업(주)),기어 및 동력전달장치 제조업,051-727-6911
5306,동보체인공업(주),부산광역시 기장군 장안읍 장안산단2로 23,기어 및 동력전달장치 제조업,051-727-6911
5307,동보테크,부산광역시 강서구 대저동서로 83 (대저1동),수동식 식품 가공기기 및 금속 주방용기 제조업,051-941-5513
5308,동부레미콘(주),부산광역시 기장군 정관읍 산단7로 7-42,레미콘 제조업 외 1종,051-728-6591
5309,동부유압기계,부산광역시 영도구 봉래나루로 172 (봉래동2가),선박 구성 부분품 제조업,051-417-8009
5310,동서공업사,"부산광역시 영도구 해양로195번길 62 (동삼동, 대경금속)",선박 구성 부분품 제조업,051-405-8713
5311,동서금형,"부산광역시 사상구 낙동대로1292번길 37 (삼락동, 동서금형)",주형 및 금형 제조업,051-304-5253
5312,동서문화기획,"부산광역시 동래구 아시아드대로164번길 8, 1층 (사직동)",경 인쇄업 외 2종,051-2801-2300
5313,동서문화기획,부산광역시 연제구 월드컵대로187번길 75 (거제동),간판 및 광고물 제조업 외 3종,051-866-2300
5314,동서산업,부산광역시 영도구 산업로 15 (청학동),선박 구성 부분품 제조업,051-418-6662
5315,동서산업(주),부산광역시 기장군 일광면 기장대로 1157,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3종,051-724-4851
5316,동서산업(주)   ,부산광역시 기장군 장안읍 반룡산단3로 26,"탭, 밸브 및 유사장치 제조업",051-724-4851
5317,동서산전,부산광역시 사하구 윤공단로 37 (다대동),배전반 및 전기 자동제어반 제조업,051-262-2961
5318,동서열처리,부산광역시 강서구 녹산산업중로 235 (송정동),금속 열처리업,051-831-7321
5319,동서열처리 주식회사 (미음지점),부산광역시 강서구 미음산단3로 5(미음동),금속 열처리업,051-304-7321
5320,동서열처리(주),부산광역시 강서구 녹산산업중로 265 (송정동),금속 열처리업,051-941-7321
5321,동서유지(주)부산공장,부산광역시 사하구 감천항로 60 (구평동),커피 가공업,051-263-9200
5322,동서전기,부산광역시 영도구 대평남로 21 (대평동1가),배전반 및 전기 자동제어반 제조업,051-416-3013
5323,동서체인,"부산광역시 사상구 낙동대로1348번길 49 (삼락동, 동서체인)",기어 및 동력전달장치 제조업,051-319-3027
5324,동서포장기재산업,부산광역시 강서구 대저동서로 213 (대저2동),육상 금속 골조 구조재 제조업 외 3종,051-973-1451
5325,동서하이테크,부산광역시 사상구 모덕로67번길 29(모라동),금속 절삭기계 제조업 외 1종,051-301-3632
5326,동성계기,부산광역시 영도구 남항서로82번길 73 (남항동2가),"물질 검사, 측정 및 분석기구 제조업",051-417-4144
5327,동성금속공업사,"부산광역시 사상구 낙동대로1384번길 11 (삼락동, 동성금속공업사)",볼트 및 너트류 제조업 외 4종,051-303-6764
5328,동성냉동이엔지,부산광역시 강서구 공항로393번길 60-22 (대저2동),산업용 냉장 및 냉동 장비 제조업 외 2종,051-263-3849
5329,동성냉동이엔지,부산광역시 사하구 장평로132번길 10 (장림동),산업용 냉장 및 냉동 장비 제조업,051-263-3849
5330,동성사,부산광역시 사상구 새벽로223번길 7 (괘법동),플라스틱 합성피혁 제조업 외 5종,051-327-2771
5331,동성산업,부산광역시 강서구 녹산산업중로 32-21 (송정동),금속탱크 및 저장용기 제조업 외 1종,051-261-5187
5332,동성상사,"부산광역시 부산진구 거제대로74번길 20, 지하층 (양정동)",그 외 기타 플라스틱 제품 제조업,051-867-2681
5333,동성섬유,부산광역시 기장군 기장읍 청강리 708-3번지,부직포 및 펠트 제조업,051-642-3144
5334,동성아이앤씨 주식회사,부산광역시 금정구 공단로 68-23(금사동),셔츠 및 블라우스 제조업 외 7종,051-528-8899
5335,동성에스알앤티,부산광역시 사상구 낙동대로1460번길 6 (삼락동),그 외 자동차용 신품 부품 제조업 외 3종,051-303-6622
5336,동성전기공업사,부산광역시 영도구 남항서로 6-22 (남항동3가),선박 구성 부분품 제조업,051-414-8797
5337,동성정밀,부산광역시 영도구 해양로 28-1 (청학동),절삭가공 및 유사처리업,051-412-1918
5338,동성정밀,"부산광역시 사상구 사상로367번길 62 (덕포동, 동성정밀)","탭, 밸브 및 유사장치 제조업 외 1종",051-303-6743
5339,동성종합샷타,부산광역시 기장군 정관면 산단3로 92-74 (동성종합샤타),"금속 문, 창, 셔터 및 관련제품 제조업",051-244-9692
5340,동성중공업(주),부산광역시 강서구 녹산산단261로74번길 27 (송정동),철도차량 부품 및 관련 장치물 제조업,051-831-0821
5341,동성중공업(주),부산광역시 강서구 녹산산업북로 215 (송정동),철도차량 부품 및 관련 장치물 제조업,미등록
5342,동성철판,부산광역시 강서구 미음국제4로 56(미음동),그 외 기타 1차 철강 제조업,051-831-2006
5343,동성테크,부산광역시 사상구 모덕로67번길 147-7 (모라동),기타 가공 공작기계 제조업,051-302-3021
5344,동성토탈마린,부산광역시 영도구 해양로 21 (청학동),선박 구성 부분품 제조업,051-416-4978
5345,동성특수기계,"부산광역시 사상구 새벽로63번길 53 (학장동, 대명기계)",유압기기 제조업,051-327-5235
5346,동성플랜트,부산광역시 강서구 녹산산단362로 8 (송정동),선박 구성 부분품 제조업,070-7521-9137
5347,동성하이텍,부산광역시 강서구 녹산산단261로23번길 15 (송정동),선박 구성 부분품 제조업,051-831-9561
5348,동성하이텍,부산광역시 강서구 미음산단3로 152 (미음동),선박 구성 부분품 제조업,051-831-9561
5349,동성화학,"부산광역시 사상구 모덕로 53 (모라동, 동성화학)",기타 비철금속 주조업,051-301-2934
5350,동순덕식품공업사,부산광역시 사하구 신산북로 46 (신평동),비주거용 건물 임대업,051-203-8881
5351,동승정밀화학,부산광역시 강서구 과학산단로333번길 77-44 (지사동),합성수지 및 기타 플라스틱 물질 제조업 외 1종,051-941-8280
5352,동승테크,부산광역시 사하구 하신번영로 438-2 (하단동),"탭, 밸브 및 유사장치 제조업",051-324-2567
5353,동승포장,부산광역시 강서구 호계로145번길 42 (죽동동),골판지 상자 및 가공제품 제조업,051-973-9586
5354,동신C&S,부산광역시 강서구 낙동북로108번길 50 (강동동),그 외 기타 특수목적용 기계 제조업 외 1종,055-338-9991
5355,동신FA,부산광역시 강서구 울만로25번길 100 (대저2동),기타 물품 취급장비 제조업,051-303-8703
5356,동신금속,"부산광역시 금정구 반송로490번길 12-12, 1층 (금사동)",금속 가구 제조업,미등록
5357,동신금속,부산광역시 강서구 녹산산단407로 93 (송정동),그 외 기타 1차 철강 제조업,051-831-2128
5358,동신기전,부산광역시 강서구 미음국제5로나길 16(미음동),그 외 기타 일반목적용 기계 제조업,051-316-1235
5359,동신넴코,부산광역시 기장군 정관읍 정관로 253,기타 음향기기 제조업,051-728-6584
5360,동신딥홀정공,부산광역시 강서구 지사동 명동지구 i8-6,금속 절삭기계 제조업 외 2종,051-271-2180
5361,동신산업,부산광역시 강서구 사취등2길 122 (명지동),육상 금속 골조 구조재 제조업 외 1종,미등록
5362,동신산업사,"부산광역시 사상구 사상로137번길 33 (감전동, 동신산업사)",어망 및 기타 끈 가공품 제조업,051-315-1844
5363,동신지엠티상사,"부산광역시 사상구 학감대로222번길 27 (감전동, 대동WF공업)",신발 부분품 제조업,051-311-5342
5364,동신특수고무,부산광역시 사상구 사상로477번길 52 (모라동),그 외 기타 고무제품 제조업,051-804-4879
5365,동신특수제지(주),부산광역시 사상구 새벽로91번길 85 (학장동),위생용 종이제품 제조업,051-893-8484
5366,동신화학,부산광역시 강서구 대저중앙로 360-11 (대저1동),포장용 플라스틱 성형용기 제조업,051-972-4040
5367,동심,부산광역시 강서구 녹산산단261로60번길 40 (송정동),구름베어링 제조업,051-323-0006
5368,동아강업(주),부산광역시 사상구 장인로 72 (학장동),그 외 기타 1차 철강 제조업,051-312-5571
